,scenario_id,var_vector,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
1590,G_044,Relational,unweighted,0.0,0.4000000000000001,0.45,0.04999999999999993
1591,H_027,Relational,unweighted,0.0,0.65,0.7999999999999999,0.1499999999999999
1592,G_195,Relational,unweighted,0.0,0.21666666666666665,0.2333333333333333,0.016666666666666663
1593,G_347,Relational,unweighted,0.0,0.6666666666666666,0.65,-0.016666666666666607
1594,G_149,Relational,unweighted,0.0,0.7333333333333334,0.6833333333333335,-0.04999999999999993
1595,G_179,Relational,unweighted,0.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
1596,G_255,Relational,unweighted,0.0,0.5499999999999999,0.4666666666666666,-0.08333333333333331
1597,G_113,Relational,unweighted,0.0,0.75,0.7000000000000001,-0.04999999999999993
1598,G_458,Relational,unweighted,0.0,0.0,0.0,0.0
1599,H_002,Relational,unweighted,0.0,0.016666666666666666,0.06666666666666667,0.05
1600,G_199,Relational,unweighted,1.0,0.9333333333333332,0.9,-0.033333333333333215
1601,G_269,Relational,unweighted,1.0,0.20000000000000004,0.2333333333333333,0.03333333333333327
1602,G_523,Relational,unweighted,1.0,0.9,0.9500000000000001,0.050000000000000044
1603,G_123,Relational,unweighted,1.0,0.30000000000000004,0.3,-5.551115123125783e-17
1604,G_104,Relational,unweighted,1.0,0.049999999999999996,0.06666666666666667,0.01666666666666667
1605,H_088,Relational,unweighted,1.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
1606,G_592,Relational,unweighted,1.0,0.8166666666666668,0.7166666666666667,-0.10000000000000009
1607,H_087,Relational,unweighted,1.0,0.65,0.6666666666666666,0.016666666666666607
1608,G_114,Relational,unweighted,1.0,0.4833333333333334,0.4166666666666667,-0.06666666666666671
1609,G_240,Relational,unweighted,1.0,0.5254385964912281,0.5245614035087719,-0.0008771929824562541
1610,G_275,Relational,unweighted,1.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
1611,H_093,Relational,unweighted,1.0,0.36666666666666664,0.3666666666666667,5.551115123125783e-17
1612,H_023,Relational,unweighted,1.0,0.03333333333333333,0.15,0.11666666666666667
1613,G_227,Relational,unweighted,1.0,0.8166666666666668,0.7999999999999999,-0.01666666666666683
1614,H_084,Relational,unweighted,1.0,0.9500000000000001,0.9500000000000001,0.0
1615,G_109,Relational,unweighted,1.0,0.3,0.3833333333333333,0.08333333333333331
1616,G_438,Relational,unweighted,1.0,0.0,0.0,0.0
1617,G_401,Relational,unweighted,1.0,0.75,0.7333333333333334,-0.016666666666666607
1618,G_482,Relational,unweighted,1.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
1619,G_163,Relational,unweighted,1.0,0.9500000000000001,0.8666666666666666,-0.08333333333333348
1620,G_009,Relational,unweighted,1.0,0.85,0.7666666666666666,-0.08333333333333337
1621,G_312,Relational,unweighted,1.0,0.9500000000000001,0.9,-0.050000000000000044
1622,G_044,Relational,unweighted,1.0,0.4000000000000001,0.4000000000000001,0.0
1623,H_027,Relational,unweighted,1.0,0.65,0.7000000000000001,0.050000000000000044
1624,G_195,Relational,unweighted,1.0,0.21666666666666665,0.20000000000000004,-0.016666666666666607
1625,G_347,Relational,unweighted,1.0,0.6666666666666666,0.5833333333333334,-0.08333333333333326
1626,G_149,Relational,unweighted,1.0,0.7333333333333334,0.6333333333333333,-0.10000000000000009
1627,G_179,Relational,unweighted,1.0,0.11666666666666665,0.06666666666666667,-0.04999999999999999
1628,G_255,Relational,unweighted,1.0,0.5499999999999999,0.5833333333333334,0.03333333333333344
1629,G_113,Relational,unweighted,1.0,0.75,0.7833333333333333,0.033333333333333326
1630,G_458,Relational,unweighted,1.0,0.0,0.016666666666666666,0.016666666666666666
1631,H_002,Relational,unweighted,1.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1632,G_199,Relational,unweighted,2.0,0.9333333333333332,0.9499999999999998,0.016666666666666607
1633,G_269,Relational,unweighted,2.0,0.20000000000000004,0.26666666666666666,0.06666666666666662
1634,G_523,Relational,unweighted,2.0,0.9,0.9833333333333334,0.08333333333333337
1635,G_123,Relational,unweighted,2.0,0.30000000000000004,0.3333333333333333,0.03333333333333327
1636,G_104,Relational,unweighted,2.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1637,H_088,Relational,unweighted,2.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
1638,G_592,Relational,unweighted,2.0,0.8166666666666668,0.75,-0.06666666666666676
1639,H_087,Relational,unweighted,2.0,0.65,0.7166666666666667,0.06666666666666665
1640,G_114,Relational,unweighted,2.0,0.4833333333333334,0.5333333333333333,0.04999999999999993
1641,G_240,Relational,unweighted,2.0,0.5254385964912281,0.5185185185185185,-0.0069200779727096595
1642,G_275,Relational,unweighted,2.0,0.15000000000000002,0.19999999999999998,0.04999999999999996
1643,H_093,Relational,unweighted,2.0,0.36666666666666664,0.3833333333333333,0.016666666666666663
1644,H_023,Relational,unweighted,2.0,0.03333333333333333,0.19999999999999998,0.16666666666666666
1645,G_227,Relational,unweighted,2.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1646,H_084,Relational,unweighted,2.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1647,G_109,Relational,unweighted,2.0,0.3,0.3666666666666667,0.06666666666666671
1648,G_438,Relational,unweighted,2.0,0.0,0.0,0.0
1649,G_401,Relational,unweighted,2.0,0.75,0.7666666666666666,0.016666666666666607
1650,G_482,Relational,unweighted,2.0,0.2333333333333333,0.31666666666666665,0.08333333333333334
1651,G_163,Relational,unweighted,2.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1652,G_009,Relational,unweighted,2.0,0.85,0.85,0.0
1653,G_312,Relational,unweighted,2.0,0.9500000000000001,0.9,-0.050000000000000044
1654,G_044,Relational,unweighted,2.0,0.4000000000000001,0.3833333333333333,-0.016666666666666774
1655,H_027,Relational,unweighted,2.0,0.65,0.7000000000000001,0.050000000000000044
1656,G_195,Relational,unweighted,2.0,0.21666666666666665,0.43333333333333335,0.2166666666666667
1657,G_347,Relational,unweighted,2.0,0.6666666666666666,0.5666666666666667,-0.09999999999999998
1658,G_149,Relational,unweighted,2.0,0.7333333333333334,0.7333333333333334,0.0
1659,G_179,Relational,unweighted,2.0,0.11666666666666665,0.03333333333333333,-0.08333333333333331
1660,G_255,Relational,unweighted,2.0,0.5499999999999999,0.4666666666666666,-0.08333333333333331
1661,G_113,Relational,unweighted,2.0,0.75,0.7833333333333333,0.033333333333333326
1662,G_458,Relational,unweighted,2.0,0.0,0.0,0.0
1663,H_002,Relational,unweighted,2.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
1664,G_199,Relational,unweighted,3.0,0.9333333333333332,0.9166666666666666,-0.016666666666666607
1665,G_269,Relational,unweighted,3.0,0.20000000000000004,0.23333333333333336,0.033333333333333326
1666,G_523,Relational,unweighted,3.0,0.9,0.9166666666666666,0.016666666666666607
1667,G_123,Relational,unweighted,3.0,0.30000000000000004,0.3333333333333333,0.03333333333333327
1668,G_104,Relational,unweighted,3.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
1669,H_088,Relational,unweighted,3.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
1670,G_592,Relational,unweighted,3.0,0.8166666666666668,0.8166666666666668,0.0
1671,H_087,Relational,unweighted,3.0,0.65,0.6833333333333332,0.033333333333333215
1672,G_114,Relational,unweighted,3.0,0.4833333333333334,0.6833333333333335,0.20000000000000007
1673,G_240,Relational,unweighted,3.0,0.5254385964912281,0.5763157894736842,0.050877192982456076
1674,G_275,Relational,unweighted,3.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
1675,H_093,Relational,unweighted,3.0,0.36666666666666664,0.3666666666666667,5.551115123125783e-17
1676,H_023,Relational,unweighted,3.0,0.03333333333333333,0.15,0.11666666666666667
1677,G_227,Relational,unweighted,3.0,0.8166666666666668,0.8833333333333333,0.06666666666666654
1678,H_084,Relational,unweighted,3.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1679,G_109,Relational,unweighted,3.0,0.3,0.4833333333333334,0.1833333333333334
1680,G_438,Relational,unweighted,3.0,0.0,0.016666666666666666,0.016666666666666666
1681,G_401,Relational,unweighted,3.0,0.75,0.75,0.0
1682,G_482,Relational,unweighted,3.0,0.2333333333333333,0.4166666666666667,0.18333333333333338
1683,G_163,Relational,unweighted,3.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
1684,G_009,Relational,unweighted,3.0,0.85,0.8166666666666665,-0.03333333333333344
1685,G_312,Relational,unweighted,3.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1686,G_044,Relational,unweighted,3.0,0.4000000000000001,0.5228070175438596,0.12280701754385953
1687,H_027,Relational,unweighted,3.0,0.65,0.6333333333333334,-0.016666666666666607
1688,G_195,Relational,unweighted,3.0,0.21666666666666665,0.4833333333333334,0.2666666666666667
1689,G_347,Relational,unweighted,3.0,0.6666666666666666,0.6333333333333333,-0.033333333333333326
1690,G_149,Relational,unweighted,3.0,0.7333333333333334,0.6833333333333332,-0.050000000000000155
1691,G_179,Relational,unweighted,3.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
1692,G_255,Relational,unweighted,3.0,0.5499999999999999,0.6166666666666667,0.06666666666666676
1693,G_113,Relational,unweighted,3.0,0.75,0.75,0.0
1694,G_458,Relational,unweighted,3.0,0.0,0.016666666666666666,0.016666666666666666
1695,H_002,Relational,unweighted,3.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
1696,G_199,Relational,unweighted,4.0,0.9333333333333332,0.8333333333333334,-0.09999999999999987
1697,G_269,Relational,unweighted,4.0,0.20000000000000004,0.2833333333333334,0.08333333333333334
1698,G_523,Relational,unweighted,4.0,0.9,0.8666666666666667,-0.033333333333333326
1699,G_123,Relational,unweighted,4.0,0.30000000000000004,0.45,0.14999999999999997
1700,G_104,Relational,unweighted,4.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1701,H_088,Relational,unweighted,4.0,0.2333333333333333,0.2333333333333333,0.0
1702,G_592,Relational,unweighted,4.0,0.8166666666666668,0.7333333333333334,-0.08333333333333337
1703,H_087,Relational,unweighted,4.0,0.65,0.7333333333333334,0.08333333333333337
1704,G_114,Relational,unweighted,4.0,0.4833333333333334,0.6833333333333332,0.19999999999999984
1705,G_240,Relational,unweighted,4.0,0.5254385964912281,0.5333333333333333,0.007894736842105177
1706,G_275,Relational,unweighted,4.0,0.15000000000000002,0.31666666666666665,0.16666666666666663
1707,H_093,Relational,unweighted,4.0,0.36666666666666664,0.3333333333333333,-0.033333333333333326
1708,H_023,Relational,unweighted,4.0,0.03333333333333333,0.2333333333333333,0.19999999999999998
1709,G_227,Relational,unweighted,4.0,0.8166666666666668,0.8833333333333333,0.06666666666666654
1710,H_084,Relational,unweighted,4.0,0.9500000000000001,0.9,-0.050000000000000044
1711,G_109,Relational,unweighted,4.0,0.3,0.4666666666666666,0.16666666666666663
1712,G_438,Relational,unweighted,4.0,0.0,0.05000000000000001,0.05000000000000001
1713,G_401,Relational,unweighted,4.0,0.75,0.7999999999999999,0.04999999999999993
1714,G_482,Relational,unweighted,4.0,0.2333333333333333,0.35000000000000003,0.11666666666666672
1715,G_163,Relational,unweighted,4.0,0.9500000000000001,0.8833333333333334,-0.06666666666666665
1716,G_009,Relational,unweighted,4.0,0.85,0.8000000000000002,-0.04999999999999982
1717,G_312,Relational,unweighted,4.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1718,G_044,Relational,unweighted,4.0,0.4000000000000001,0.5166666666666667,0.11666666666666664
1719,H_027,Relational,unweighted,4.0,0.65,0.8000000000000002,0.15000000000000013
1720,G_195,Relational,unweighted,4.0,0.21666666666666665,0.4666666666666666,0.24999999999999997
1721,G_347,Relational,unweighted,4.0,0.6666666666666666,0.6561403508771929,-0.010526315789473717
1722,G_149,Relational,unweighted,4.0,0.7333333333333334,0.65,-0.08333333333333337
1723,G_179,Relational,unweighted,4.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
1724,G_255,Relational,unweighted,4.0,0.5499999999999999,0.6666666666666666,0.1166666666666667
1725,G_113,Relational,unweighted,4.0,0.75,0.7833333333333333,0.033333333333333326
1726,G_458,Relational,unweighted,4.0,0.0,0.0,0.0
1727,H_002,Relational,unweighted,4.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1728,G_199,Relational,unweighted,5.0,0.9333333333333332,0.9307017543859649,-0.002631578947368318
1729,G_269,Relational,unweighted,5.0,0.20000000000000004,0.2833333333333334,0.08333333333333334
1730,G_523,Relational,unweighted,5.0,0.9,0.9333333333333332,0.033333333333333215
1731,G_123,Relational,unweighted,5.0,0.30000000000000004,0.46666666666666673,0.16666666666666669
1732,G_104,Relational,unweighted,5.0,0.049999999999999996,0.0,-0.049999999999999996
1733,H_088,Relational,unweighted,5.0,0.2333333333333333,0.11666666666666665,-0.11666666666666665
1734,G_592,Relational,unweighted,5.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1735,H_087,Relational,unweighted,5.0,0.65,0.75,0.09999999999999998
1736,G_114,Relational,unweighted,5.0,0.4833333333333334,0.5499999999999999,0.06666666666666654
1737,G_240,Relational,unweighted,5.0,0.5254385964912281,0.5833333333333333,0.05789473684210511
1738,G_275,Relational,unweighted,5.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
1739,H_093,Relational,unweighted,5.0,0.36666666666666664,0.35000000000000003,-0.016666666666666607
1740,H_023,Relational,unweighted,5.0,0.03333333333333333,0.25,0.21666666666666667
1741,G_227,Relational,unweighted,5.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
1742,H_084,Relational,unweighted,5.0,0.9500000000000001,0.9500000000000001,0.0
1743,G_109,Relational,unweighted,5.0,0.3,0.5166666666666667,0.21666666666666673
1744,G_438,Relational,unweighted,5.0,0.0,0.06666666666666667,0.06666666666666667
1745,G_401,Relational,unweighted,5.0,0.75,0.75,0.0
1746,G_482,Relational,unweighted,5.0,0.2333333333333333,0.43333333333333335,0.20000000000000004
1747,G_163,Relational,unweighted,5.0,0.9500000000000001,0.8666666666666666,-0.08333333333333348
1748,G_009,Relational,unweighted,5.0,0.85,0.7666666666666667,-0.08333333333333326
1749,G_312,Relational,unweighted,5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1750,G_044,Relational,unweighted,5.0,0.4000000000000001,0.43333333333333335,0.03333333333333327
1751,H_027,Relational,unweighted,5.0,0.65,0.7166666666666667,0.06666666666666665
1752,G_195,Relational,unweighted,5.0,0.21666666666666665,0.45,0.23333333333333336
1753,G_347,Relational,unweighted,5.0,0.6666666666666666,0.6833333333333332,0.016666666666666607
1754,G_149,Relational,unweighted,5.0,0.7333333333333334,0.7166666666666668,-0.016666666666666607
1755,G_179,Relational,unweighted,5.0,0.11666666666666665,0.049999999999999996,-0.06666666666666665
1756,G_255,Relational,unweighted,5.0,0.5499999999999999,0.6000000000000001,0.050000000000000155
1757,G_113,Relational,unweighted,5.0,0.75,0.7333333333333334,-0.016666666666666607
1758,G_458,Relational,unweighted,5.0,0.0,0.0,0.0
1759,H_002,Relational,unweighted,5.0,0.016666666666666666,0.016666666666666666,0.0
1760,G_199,Relational,weighted,-5.0,0.9333333333333332,0.7333333333333334,-0.19999999999999984
1761,G_269,Relational,weighted,-5.0,0.20000000000000004,0.2333333333333333,0.03333333333333327
1762,G_523,Relational,weighted,-5.0,0.9,0.8833333333333333,-0.01666666666666672
1763,G_123,Relational,weighted,-5.0,0.30000000000000004,0.0,-0.30000000000000004
1764,G_104,Relational,weighted,-5.0,0.049999999999999996,0.09999999999999999,0.049999999999999996
1765,H_088,Relational,weighted,-5.0,0.2333333333333333,0.25,0.01666666666666669
1766,G_592,Relational,weighted,-5.0,0.8166666666666668,0.6596491228070176,-0.15701754385964917
1767,H_087,Relational,weighted,-5.0,0.65,0.35000000000000003,-0.3
1768,G_114,Relational,weighted,-5.0,0.4833333333333334,0.15,-0.33333333333333337
1769,G_240,Relational,weighted,-5.0,0.5254385964912281,0.26666666666666666,-0.2587719298245615
1770,G_275,Relational,weighted,-5.0,0.15000000000000002,0.2333333333333333,0.08333333333333329
1771,H_093,Relational,weighted,-5.0,0.36666666666666664,0.6,0.23333333333333334
1772,H_023,Relational,weighted,-5.0,0.03333333333333333,0.06666666666666667,0.03333333333333333
1773,G_227,Relational,weighted,-5.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
1774,H_084,Relational,weighted,-5.0,0.9500000000000001,0.9,-0.050000000000000044
1775,G_109,Relational,weighted,-5.0,0.3,0.23333333333333336,-0.06666666666666662
1776,G_438,Relational,weighted,-5.0,0.0,0.0,0.0
1777,G_401,Relational,weighted,-5.0,0.75,0.26666666666666666,-0.48333333333333334
1778,G_482,Relational,weighted,-5.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
1779,G_163,Relational,weighted,-5.0,0.9500000000000001,0.7999999999999999,-0.15000000000000013
1780,G_009,Relational,weighted,-5.0,0.85,0.7000000000000001,-0.1499999999999999
1781,G_312,Relational,weighted,-5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1782,G_044,Relational,weighted,-5.0,0.4000000000000001,0.39999999999999997,-1.1102230246251565e-16
1783,H_027,Relational,weighted,-5.0,0.65,0.26666666666666666,-0.38333333333333336
1784,G_195,Relational,weighted,-5.0,0.21666666666666665,0.06666666666666667,-0.14999999999999997
1785,G_347,Relational,weighted,-5.0,0.6666666666666666,0.4333333333333333,-0.23333333333333334
1786,G_149,Relational,weighted,-5.0,0.7333333333333334,0.5333333333333333,-0.20000000000000007
1787,G_179,Relational,weighted,-5.0,0.11666666666666665,0.16666666666666666,0.05
1788,G_255,Relational,weighted,-5.0,0.5499999999999999,0.587719298245614,0.03771929824561404
1789,G_113,Relational,weighted,-5.0,0.75,0.5,-0.25
1790,G_458,Relational,weighted,-5.0,0.0,0.0,0.0
1791,H_002,Relational,weighted,-5.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1792,G_199,Relational,weighted,-4.0,0.9333333333333332,0.8166666666666668,-0.11666666666666647
1793,G_269,Relational,weighted,-4.0,0.20000000000000004,0.26666666666666666,0.06666666666666662
1794,G_523,Relational,weighted,-4.0,0.9,0.8833333333333333,-0.01666666666666672
1795,G_123,Relational,weighted,-4.0,0.30000000000000004,0.049999999999999996,-0.25000000000000006
1796,G_104,Relational,weighted,-4.0,0.049999999999999996,0.08333333333333333,0.03333333333333333
1797,H_088,Relational,weighted,-4.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1798,G_592,Relational,weighted,-4.0,0.8166666666666668,0.7166666666666667,-0.10000000000000009
1799,H_087,Relational,weighted,-4.0,0.65,0.3499999999999999,-0.3000000000000001
1800,G_114,Relational,weighted,-4.0,0.4833333333333334,0.15,-0.33333333333333337
1801,G_240,Relational,weighted,-4.0,0.5254385964912281,0.3,-0.22543859649122816
1802,G_275,Relational,weighted,-4.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
1803,H_093,Relational,weighted,-4.0,0.36666666666666664,0.43333333333333335,0.06666666666666671
1804,H_023,Relational,weighted,-4.0,0.03333333333333333,0.09999999999999999,0.06666666666666665
1805,G_227,Relational,weighted,-4.0,0.8166666666666668,0.7833333333333333,-0.03333333333333344
1806,H_084,Relational,weighted,-4.0,0.9500000000000001,0.8666666666666666,-0.08333333333333348
1807,G_109,Relational,weighted,-4.0,0.3,0.21666666666666667,-0.08333333333333331
1808,G_438,Relational,weighted,-4.0,0.0,0.0,0.0
1809,G_401,Relational,weighted,-4.0,0.75,0.3833333333333333,-0.3666666666666667
1810,G_482,Relational,weighted,-4.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1811,G_163,Relational,weighted,-4.0,0.9500000000000001,0.8666666666666666,-0.08333333333333348
1812,G_009,Relational,weighted,-4.0,0.85,0.7000000000000001,-0.1499999999999999
1813,G_312,Relational,weighted,-4.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1814,G_044,Relational,weighted,-4.0,0.4000000000000001,0.2833333333333334,-0.1166666666666667
1815,H_027,Relational,weighted,-4.0,0.65,0.5,-0.15000000000000002
1816,G_195,Relational,weighted,-4.0,0.21666666666666665,0.08333333333333333,-0.1333333333333333
1817,G_347,Relational,weighted,-4.0,0.6666666666666666,0.5166666666666667,-0.1499999999999999
1818,G_149,Relational,weighted,-4.0,0.7333333333333334,0.6166666666666667,-0.1166666666666667
1819,G_179,Relational,weighted,-4.0,0.11666666666666665,0.15,0.03333333333333334
1820,G_255,Relational,weighted,-4.0,0.5499999999999999,0.5,-0.04999999999999993
1821,G_113,Relational,weighted,-4.0,0.75,0.43333333333333335,-0.31666666666666665
1822,G_458,Relational,weighted,-4.0,0.0,0.0,0.0
1823,H_002,Relational,weighted,-4.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1824,G_199,Relational,weighted,-3.0,0.9333333333333332,0.8833333333333333,-0.04999999999999993
1825,G_269,Relational,weighted,-3.0,0.20000000000000004,0.2833333333333334,0.08333333333333334
1826,G_523,Relational,weighted,-3.0,0.9,0.9,0.0
1827,G_123,Relational,weighted,-3.0,0.30000000000000004,0.08333333333333333,-0.21666666666666673
1828,G_104,Relational,weighted,-3.0,0.049999999999999996,0.09999999999999999,0.049999999999999996
1829,H_088,Relational,weighted,-3.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1830,G_592,Relational,weighted,-3.0,0.8166666666666668,0.65,-0.16666666666666674
1831,H_087,Relational,weighted,-3.0,0.65,0.43333333333333335,-0.21666666666666667
1832,G_114,Relational,weighted,-3.0,0.4833333333333334,0.13333333333333333,-0.3500000000000001
1833,G_240,Relational,weighted,-3.0,0.5254385964912281,0.25,-0.27543859649122815
1834,G_275,Relational,weighted,-3.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
1835,H_093,Relational,weighted,-3.0,0.36666666666666664,0.5,0.13333333333333336
1836,H_023,Relational,weighted,-3.0,0.03333333333333333,0.08333333333333333,0.049999999999999996
1837,G_227,Relational,weighted,-3.0,0.8166666666666668,0.8166666666666668,0.0
1838,H_084,Relational,weighted,-3.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1839,G_109,Relational,weighted,-3.0,0.3,0.3666666666666667,0.06666666666666671
1840,G_438,Relational,weighted,-3.0,0.0,0.0,0.0
1841,G_401,Relational,weighted,-3.0,0.75,0.5,-0.25
1842,G_482,Relational,weighted,-3.0,0.2333333333333333,0.28421052631578947,0.05087719298245616
1843,G_163,Relational,weighted,-3.0,0.9500000000000001,0.8166666666666668,-0.1333333333333333
1844,G_009,Relational,weighted,-3.0,0.85,0.8166666666666668,-0.033333333333333215
1845,G_312,Relational,weighted,-3.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1846,G_044,Relational,weighted,-3.0,0.4000000000000001,0.3,-0.10000000000000009
1847,H_027,Relational,weighted,-3.0,0.65,0.45,-0.2
1848,G_195,Relational,weighted,-3.0,0.21666666666666665,0.08333333333333333,-0.1333333333333333
1849,G_347,Relational,weighted,-3.0,0.6666666666666666,0.45,-0.21666666666666662
1850,G_149,Relational,weighted,-3.0,0.7333333333333334,0.5578947368421052,-0.17543859649122817
1851,G_179,Relational,weighted,-3.0,0.11666666666666665,0.11666666666666665,0.0
1852,G_255,Relational,weighted,-3.0,0.5499999999999999,0.46666666666666673,-0.0833333333333332
1853,G_113,Relational,weighted,-3.0,0.75,0.6666666666666666,-0.08333333333333337
1854,G_458,Relational,weighted,-3.0,0.0,0.0,0.0
1855,H_002,Relational,weighted,-3.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1856,G_199,Relational,weighted,-2.0,0.9333333333333332,0.8666666666666667,-0.06666666666666654
1857,G_269,Relational,weighted,-2.0,0.20000000000000004,0.2333333333333333,0.03333333333333327
1858,G_523,Relational,weighted,-2.0,0.9,0.9333333333333332,0.033333333333333215
1859,G_123,Relational,weighted,-2.0,0.30000000000000004,0.13333333333333333,-0.1666666666666667
1860,G_104,Relational,weighted,-2.0,0.049999999999999996,0.09999999999999999,0.049999999999999996
1861,H_088,Relational,weighted,-2.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1862,G_592,Relational,weighted,-2.0,0.8166666666666668,0.7333333333333334,-0.08333333333333337
1863,H_087,Relational,weighted,-2.0,0.65,0.48333333333333334,-0.16666666666666669
1864,G_114,Relational,weighted,-2.0,0.4833333333333334,0.3166666666666667,-0.16666666666666669
1865,G_240,Relational,weighted,-2.0,0.5254385964912281,0.2833333333333334,-0.24210526315789477
1866,G_275,Relational,weighted,-2.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
1867,H_093,Relational,weighted,-2.0,0.36666666666666664,0.5333333333333333,0.16666666666666669
1868,H_023,Relational,weighted,-2.0,0.03333333333333333,0.06666666666666667,0.03333333333333333
1869,G_227,Relational,weighted,-2.0,0.8166666666666668,0.8324561403508772,0.015789473684210464
1870,H_084,Relational,weighted,-2.0,0.9500000000000001,0.9500000000000001,0.0
1871,G_109,Relational,weighted,-2.0,0.3,0.4000000000000001,0.10000000000000009
1872,G_438,Relational,weighted,-2.0,0.0,0.0,0.0
1873,G_401,Relational,weighted,-2.0,0.75,0.6166666666666667,-0.1333333333333333
1874,G_482,Relational,weighted,-2.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
1875,G_163,Relational,weighted,-2.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
1876,G_009,Relational,weighted,-2.0,0.85,0.7999999999999999,-0.050000000000000044
1877,G_312,Relational,weighted,-2.0,0.9500000000000001,0.9500000000000001,0.0
1878,G_044,Relational,weighted,-2.0,0.4000000000000001,0.20000000000000004,-0.20000000000000004
1879,H_027,Relational,weighted,-2.0,0.65,0.5666666666666667,-0.08333333333333337
1880,G_195,Relational,weighted,-2.0,0.21666666666666665,0.08333333333333333,-0.1333333333333333
1881,G_347,Relational,weighted,-2.0,0.6666666666666666,0.5499999999999999,-0.1166666666666667
1882,G_149,Relational,weighted,-2.0,0.7333333333333334,0.5833333333333334,-0.15000000000000002
1883,G_179,Relational,weighted,-2.0,0.11666666666666665,0.15,0.03333333333333334
1884,G_255,Relational,weighted,-2.0,0.5499999999999999,0.5666666666666667,0.01666666666666672
1885,G_113,Relational,weighted,-2.0,0.75,0.6333333333333334,-0.11666666666666659
1886,G_458,Relational,weighted,-2.0,0.0,0.0,0.0
1887,H_002,Relational,weighted,-2.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
1888,G_199,Relational,weighted,-1.0,0.9333333333333332,0.8833333333333333,-0.04999999999999993
1889,G_269,Relational,weighted,-1.0,0.20000000000000004,0.26666666666666666,0.06666666666666662
1890,G_523,Relational,weighted,-1.0,0.9,0.9833333333333334,0.08333333333333337
1891,G_123,Relational,weighted,-1.0,0.30000000000000004,0.16666666666666666,-0.1333333333333334
1892,G_104,Relational,weighted,-1.0,0.049999999999999996,0.049999999999999996,0.0
1893,H_088,Relational,weighted,-1.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1894,G_592,Relational,weighted,-1.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
1895,H_087,Relational,weighted,-1.0,0.65,0.7000000000000001,0.050000000000000044
1896,G_114,Relational,weighted,-1.0,0.4833333333333334,0.37543859649122807,-0.10789473684210532
1897,G_240,Relational,weighted,-1.0,0.5254385964912281,0.4166666666666667,-0.10877192982456146
1898,G_275,Relational,weighted,-1.0,0.15000000000000002,0.21666666666666665,0.06666666666666662
1899,H_093,Relational,weighted,-1.0,0.36666666666666664,0.39999999999999997,0.033333333333333326
1900,H_023,Relational,weighted,-1.0,0.03333333333333333,0.11666666666666665,0.08333333333333331
1901,G_227,Relational,weighted,-1.0,0.8166666666666668,0.8166666666666668,0.0
